,BHFG,P28H_ECO_RT,DMEA,TQA,CRS_CNINC,SRVTYPE,BACC,FPG_P,DBTV,TOFF,UCAV_DH_ECO_RT,SHK_ISONIC_RT,GS_G_NC5,ROP5,RGX,TTONB,GS_TVA,DCAV_DH_ECO_RT,SPM3,ROP,CRS1,GS_DRTV,PASS_NAME,DRPM30s,SHKPK_RT,MTF_RT,MON_DH_ECO_RT,HKLD30s,PMIN_RT,P40H_COND_UNC_ECO_RT,TTV2,GS_TFLO,DCHV,MSP1,ECD_MW_IN,GS_TV10,P28H_COND_UNC_ECO_RT,GS_GASA,MSP7,DNI_MP,B_RETRACT_P,ECD_ECO_RT,CUREDT_RT,TOFB,SGX,AZIM_CONT_RT,SPM1,GS_TV13,GY_RT,GS_G_IC5,MAG_DEC,A40H_UNC_DH_ECO_RT,GS_RPM,HY_RT,ETSL,STAT_ISONIC_RT,BVEL,AJAM_MWD,MSP2,GS_TV11,SHKTOT_RT,CRS4,HKLX,SPM2,RPM30s,DHAT_DH_ECO_RT,SRV_HY,PPG_P,SRVAZI,TSTK,PMAX_TM_RT,DTPO_RT,ESD_MAX_RT,ESD_MIN_RT,SPM4,GS_SWOB,SHZ,RSDX,DEPT,RPM,GS_ROP,SRVINC,SHY,EDRT,SHKLV,GS_G_C3,CHCO_RT,RGX_RT,STICK_RT,MBOT,GS_TQA,GS_TV12,HSTEMP,MSP8,SGY,GS_TV06,AORIENT_P,SSFRQ,GS_CHKP,GS_MDOA,CRS5,GS_TV14,DRPM,SHKRSK_RT,HZ_RT,GS_ACTC,HKLD,THKD,GS_MWTI,ROBB_DH_ECO_RT,GTEMP,TCHR,SWOB,GS_G_C1,STK1,HKLI,ECD_CT_FPWD,UTSTAT,SRV_HZ,SRVEW,TVDE,RHX_RT,B_STATE_P,ANGLX,LOT_TIME,STWT,GS_MTOA,TFDES,GS_TV04,BONB,DCHR,A40H_COND_UNC_ECO_RT,GS_G_C2,TEFNEG,HKLN,BITRUN,HKLO,TOTAL_CORR,PMPT,TSPM,STK2,STK4,DHAP_DH_ECO_RT,PESD_TM_RT,SSAMP,ACTC,HYDR_RET_P,GS_TV09,RETI,GS_DCHM,TFLO30s,GS_TV02,SRATIO,TFLO,A28H_UNC_DH_ECO_RT,PESD_RT,SHKRATE_RT,TOJ,GZ_RT,GS_TV07,DBTM,GS_SPM2,GS_BPOS,CRPM_RT,STKSLP,SDEP_CONT_RT,TRPM,STIS,P40H_ECO_RT,DTCO_RT,HV,P40H_UNC_DH_ECO_RT,SHX,GS_SPPA,CPOF,GS_DBTM,ECD_P,OSTM,GS_TDH,VIBX_RT,ROP30s,RSUX,MSP6,SGZ,ANGXCRS,MWIN,GS_TV01,SRVNS,SMOD,PMIN_TM_RT,SRV_GZ,STK3,RHX,FVOC,TF_CORR,BP_CORR_P,INCL_CONT_RT,QROP,A40H_ECO_RT,GS_SPM3,SRVDEPTH,GS_CFIA,GS_TV03,TTPO_RT,A28H_COND_UNC_ECO_RT,DNISTAT,GS_HKLD,A28H_ECO_RT,GTF_RT,SPPA,SRV_GX,HVM,GS_TTV1,CRS_CNAZI,CHPO_RT,GS_G_IC4,SWOB30s,GS_TV05,PMAX_RT,SRV_GY,GS_SPM1,GRID_CORR,GS_DRTM,ESD_RT,GS_DMEA,RTSTAT,TRPM_RT,TF,P28H_UNC_DH_ECO_RT,VIBLAT_RT,MSP5,BPOS,RTMODE,GS_G_NC4,GS_TVCA,MSP4,GS_TV08,DCRNT,SHK3TM_RT,SRVTVD,TEMP_DNI_RT,SRV_HX,GS_DVER
GS_SPM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRVDEPTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS_CFIA,,,,,,,,,,,,,,,,,0.033526417078361855,,,,,,,,,,,,,,0.013339655427168494,0.00028077745433433357,,,,0.0007057304878476979,,,,,,,,,,,,0.00361221957992056,,,,,0.0002149437647662876,,,,,,,0.0022285362613132073,,,,,,,,,,,,,,,,,,-0.0035053734010238877,,,,,,,,,,,,,-0.00011119332426392877,0.002989978785402835,,,,0.0021207162541827342,,,0.004487453194726795,0.002973934668220991,,0.0016898226014699796,,,,,,,0.0030363479623197083,,,,,,,,,,,,,,,,,,0.001886377702132004,,0.019888850513712683,,,,,,,,,,,,,,,,,,,0.003846586985848053,,,,0.0017020020503728452,,,,,,,,0.003686446407192634,,0.0002807774567061268,0.00639826945088369,,,,,,,,,,,0.0004317163414987508,,-0.011121792743674471,,,0.004024285605273866,,,-0.0035053734010238877,,,,,0.0015965535827038514,,,,,,,0.053196155156381826,,,,,,,,1.0,0.001447033984515882,,,,0.008158617311435535,,,,,,,,,,,0.002629303846112442,,,0.0002807774567061271,,,,,,,,,,0.0002149437647662876,,,,0.05319616240593965,0.9758429344276938,-0.0005025503584887142,,,,,,
GS_TV03,,,,,,,,,,,,,,,,,0.9970741369257782,,,,,,,,,,,,,,0.44376507625971306,-0.0002968337538162957,,,,0.9995823374363533,,,,,,,,,,,,0.6666801001848447,,,,,0.0001231124844591675,,,,,,,0.9998457074564105,,,,,,,,,,,,,,,,,,0.0004564429764247092,,,,,,,,,,,,,-6.886903863236689e-05,0.596951311591934,,,,0.9999655750463589,,,0.9962975098721154,0.742854437699568,,0.0041380749285041245,,,,,,,0.7428543291932622,,,,,,,,,,,,,,,,,,0.9878537597869704,,0.5458320269524759,,,,,,,,,,,,,,,,,,,0.9999280076221693,,,,0.9999240182445245,,,,,,,,0.9989482782735021,,-0.0002968318660301575,0.006810809739030949,,,,,,,,,,,0.00036815501567067743,,-0.01933891870038493,,,0.9992150321215011,,,0.0004564429764247092,,,,,0.9999653350380834,,,,,,,0.10661169919126702,,,,,,,,0.001447033984515882,1.0,,,,-0.002974236080974088,,,,,,,,,,,0.5969477237731223,,,-0.00029683186603015775,,,,,,,,,,0.0001231124844591718,,,,0.10661548067382567,0.006676944928306568,0.9992984764246533,,,,,,
TTPO_RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A28H_COND_UNC_ECO_RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNISTAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS_HKLD,,,,,,,,,,,,,,,,,0.06597557107709197,,,,,,,,,,,,,,0.14416555791399724,0.037798917691495494,,,,-0.0019112671608679085,,,,,,,,,,,,-0.0025571615586420476,,,,,-0.06425677398307242,,,,,,,-0.006154343421696236,,,,,,,,,,,,,,,,,,0.09721742657443798,,,,,,,,,,,,,0.027298442966002236,-0.004224760536055403,,,,-0.004304290594414069,,,-0.01897904790490917,-0.0032837908962127117,,0.0016554205468705377,,,,,,,-0.003286858128026779,,,,,,,,,,,,,,,,,,-0.032411581837361085,,0.07270021968502152,,,,,,,,,,,,,,,,,,,-0.0023458272202903337,,,,-0.002316197393386098,,,,,,,,-0.012371559995130213,,0.1732406396288008,-0.09090457618832065,,,,,,,,,,,-0.03591616758172897,,-0.16327001472082342,,,-0.01091660471289063,,,0.09721742657443798,,,,,-0.0038418438711169053,,,,,,,0.09070412117427859,,,,,,,,0.008158617311435535,-0.002974236080974088,,,,1.0,,,,,,,,,,,-0.004181488210293694,,,0.1774594518346489,,,,,,,,,,-0.06425677398307258,,,,0.09066157909324939,-0.0038855085133954878,-0.0011594812214148107,,,,,,
A28H_ECO_RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF_RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRV_GX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HVM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS_TTV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS_CNAZI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHPO_RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS_G_IC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWOB30s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS_TV05,,,,,,,,,,,,,,,,,0.5943608114547252,,,,,,,,,,,,,,-0.009595628442756968,0.0007155145567995477,,,,0.5968329603170391,,,,,,,,,,,,0.397802114038319,,,,,0.0005447785089622082,,,,,,,0.5969358136236599,,,,,,,,,,,,,,,,,,-0.007090768102397561,,,,,,,,,,,,,-0.0003542693434299858,0.999997913585886,,,,0.5969287303794197,,,0.5949835857626825,0.4433937368586772,,-0.0001247484715472201,,,,,,,0.4433945196412556,,,,,,,,,,,,,,,,,,0.5904098757135852,,0.9109783833087691,,,,,,,,,,,,,,,,,,,0.5967399457127813,,,,0.5969606926467609,,,,,,,,0.5961855847983623,,0.0007155145628439833,0.012148642282088305,,,,,,,,,,,0.0020554558762687527,,-0.021278159267071595,,,0.5965238444838789,,,-0.007090768102397561,,,,,0.5969890174778077,,,,,,,0.060436120512711036,,,,,,,,0.002629303846112442,0.5969477237731223,,,,-0.004181488210293694,,,,,,,,,,,1.0,,,0.0007155145628439851,,,,,,,,,,0.0005447785089622097,,,,0.0604400182839537,0.01281949579183264,0.5966816082562578,,,,,,
PMAX_RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRV_GY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS_SPM1,,,,,,,,,,,,,,,,,-0.0013079110090851523,,,,,,,,,,,,,,-0.02166954102442269,0.11930384079729094,,,,0.00037873300481115605,,,,,,,,,,,,-0.0008525582594207534,,,,,-0.0013293412828260433,,,,,,,0.0013719940030525288,,,,,,,,,,,,,,,,,,-0.07645974618677008,,,,,,,,,,,,,0.0008402927015160847,0.0004985590762539251,,,,0.00048702075704942435,,,0.00720033456697799,0.0007717673231285669,,0.0005893115110049329,,,,,,,0.0007699531003527828,,,,,,,,,,,,,,,,,,0.012885110432444865,,-0.039461515882844245,,,,,,,,,,,,,,,,,,,-0.0005860777743169594,,,,0.00017443520360339038,,,,,,,,-0.03313301988904464,,1.0,0.02159564232271562,,,,,,,,,,,0.007406764795181862,,0.05203453285681872,,,0.0033061024569021095,,,-0.07645974618677008,,,,,0.0002904870423277242,,,,,,,-0.0002718426389773112,,,,,,,,0.0002807774567061271,-0.00029683186603015775,,,,0.1774594518346489,,,,,,,,,,,0.0007155145628439851,,,1.0,,,,,,,,,,-0.0013283918031055727,,,,-0.0002725798721386255,0.008459906131380727,-0.000737439502512892,,,,,,
GRID_CORR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS_DRTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESD_RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS_DMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTSTAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRPM_RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28H_UNC_DH_ECO_RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBLAT_RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP5,,,,,,,,,,,,,,,,,0.005977621880557612,,,,,,,,,,,,,,-0.01587587336644416,0.004120483078010041,,,,0.0002827474232201764,,,,,,,,,,,,-4.4122499479918535e-05,,,,,1.0,,,,,,,0.0008586776485200815,,,,,,,,,,,,,,,,,,-0.057456187874054744,,,,,,,,,,,,,-0.01973701971428833,0.0003897909389083006,,,,0.00011849192492609204,,,0.005338619529724256,0.0005883313981104014,,0.0004408047229621451,,,,,,,0.0005933875427214639,,,,,,,,,,,,,,,,,,0.010109650658347296,,-0.02440156287389774,,,,,,,,,,,,,,,,,,,-0.0004117018079106734,,,,-0.00019579497752951315,,,,,,,,-0.002015599806005697,,-0.0013057423575750203,0.013181091376037214,,,,,,,,,,,-0.0033092548735815194,,0.037744879906617596,,,0.0024338461857163515,,,-0.057456187874054744,,,,,0.00026613471157281056,,,,,,,0.00848605648284273,,,,,,,,0.0002149437647662876,0.0001231124844591718,,,,-0.06425677398307258,,,,,,,,,,,0.0005447785089622097,,,-0.0013283918031055727,,,,,,,,,,1.0,,,,0.008485354636415315,0.006416287047640737,-0.0005320718526450753,,,,,,
BPOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTMODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS_G_NC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS_TVCA,,,,,,,,,,,,,,,,,0.7470869847195601,,,,,,,,,,,,,,0.7750185132343793,0.39617150105669674,,,,0.10537511534443225,,,,,,,,,,,,0.06675158007576122,,,,,0.008445535311023286,,,,,,,0.10567335157583868,,,,,,,,,,,,,,,,,,-0.10096064380811949,,,,,,,,,,,,,-0.01489379118151991,0.060479328610083954,,,,0.10623487843742699,,,0.09834489255070754,0.6734204294138975,,0.021036295722310555,,,,,,,0.6734167637590461,,,,,,,,,,,,,,,,,,0.0902773526282787,,0.09291581676942087,,,,,,,,,,,,,,,,,,,0.10712031911333436,,,,0.10619345351510784,,,,,,,,0.10815035422839057,,0.0019195601751495846,0.19565778787750898,,,,,,,,,,,0.02000690887611505,,-0.38936682347701124,,,0.10342038619153293,,,-0.10096064380811949,,,,,0.1060254192669505,,,,,,,1.0,,,,,,,,0.05319616240593965,0.10661548067382567,,,,0.09066157909324939,,,,,,,,,,,0.0604400182839537,,,-0.0002725798721386255,,,,,,,,,,0.008485354636415315,,,,1.0,0.07137003101741479,0.10546833421970599,,,,,,
MSP4,,,,,,,,,,,,,,,,,0.044148134035541436,,,,,,,,,,,,,,-0.4071768190522347,0.00845990605991784,,,,0.006955888571875616,,,,,,,,,,,,0.0169549232193053,,,,,0.006416287047640737,,,,,,,0.01110644967619017,,,,,,,,,,,,,,,,,,-0.07910545706122787,,,,,,,,,,,,,-0.004636679099517584,0.01274198843608121,,,,0.007705739910496844,,,0.043545391149355774,0.014503783630560697,,-0.07991438266052017,,,,,,,0.014536874713084765,,,,,,,,,,,,,,,,,,0.06664368286450113,,-0.15350281916105138,,,,,,,,,,,,,,,,,,,0.004248018045471328,,,,0.005820647234851354,,,,,,,,0.002841616970048407,,0.008459906131380727,0.05340110957018252,,,,,,,,,,,-0.007628808992853541,,0.04657231574398214,,,0.02088582260667509,,,-0.07910545706122787,,,,,0.008532669364911614,,,,,,,0.07136994900884559,,,,,,,,0.9758429344276938,0.006676944928306568,,,,-0.0038855085133954878,,,,,,,,,,,0.01281949579183264,,,0.008459906131380727,,,,,,,,,,0.006416287047640737,,,,0.07137003101741479,1.0,-0.0022278975579897364,,,,,,
